-17.22534299,44.24654823,-0.03317315
-18.63289256,42.55925196,0.15529045
-17.36460638,44.49733837,-0.13280604
-18.79091074,42.78837877,0.05311519
-20.05473390,40.89643319,0.32367808
-20.23443026,41.10645068,0.21475999
-21.29490086,39.05240801,0.42707720
-21.49800225,39.24468598,0.31189084
-22.55989370,37.26324466,0.52743991
-22.79527735,37.44343014,0.40955424
-10.33527197,47.96346690,-0.65461368
-12.23501399,47.50438738,-0.51095934
-10.40320470,48.26096332,-0.77417276
-12.32077869,47.79374756,-0.62291050
-14.02757853,46.79076483,-0.37310834
-14.13213785,47.06949918,-0.47818486
-15.64820174,45.58176224,-0.23002634
-15.76982748,45.84675004,-0.33095678
-1.02716549,47.67337414,-0.83148775
-3.59495160,47.82446397,-0.91499286
-1.03643788,47.96511486,-0.97810406
-3.61798287,48.11693429,-1.05606425
-6.03679638,48.07466544,-0.89295002
-6.07425537,48.36804787,-1.02693512
-8.26361611,48.05298192,-0.79028948
-8.31592066,48.34921810,-0.91689949
1.62233228,47.55491516,-0.86881022
1.61811072,47.26371037,-0.71810933
4.26447569,47.27188346,-0.89141369
4.24510307,46.98472873,-0.73555957
6.79230850,46.78938660,-1.04175824
6.75876183,46.50826647,-0.88031646
9.26968557,46.34634219,-1.17820519
9.22650402,46.07312800,-1.01434468
11.57317334,45.67397048,-1.19982651
11.52223253,45.41563070,-1.03993340
13.70464493,44.91003480,-1.14270004
13.64467592,44.66264138,-0.99045344
15.60334588,43.83079060,-1.00707258
15.53353712,43.59204407,-0.85964394
17.40762731,42.79364023,-0.86951862
17.32855179,42.56366253,-0.72308016
18.97036383,41.45179385,-0.73408119
18.87861051,41.23772333,-0.58603074
20.52739831,40.17192461,-0.63963601
20.42700635,39.97750911,-0.48688803
21.85051270,38.66667693,-0.55308820
21.74767269,38.49528815,-0.39506885
23.07650292,37.15224339,-0.47353970
22.97581537,37.00557797,-0.30845597
26.73482432,29.91001625,-0.19530430
25.94659372,31.77997699,-0.18383780
26.65501048,29.84862128,-0.01476678
25.86117381,31.70024605,-0.00093043
25.14070414,33.65898936,-0.25360584
25.04719644,33.55997780,-0.07234099
24.11719548,35.39938916,-0.35511046
24.02033825,35.27787171,-0.18180820
27.66218854,21.12093511,-0.30632011
27.70611699,23.33997929,-0.26417247
27.58834792,21.13251282,-0.10996678
27.63589079,23.33541461,-0.07447726
27.69474245,25.56307590,-0.22569826
27.62281697,25.54223603,-0.04309622
27.22869250,27.73771629,-0.19781871
27.15729607,27.69732888,-0.01364834
24.39720048,13.24439101,-0.20037387
25.52820559,15.02666809,-0.22238240
24.30849690,13.35003572,0.03465020
25.44148544,15.11022644,0.00222701
26.67265285,16.84466573,-0.24225025
